,SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS,HAS_BAD_NITROGEN,MOL_WT,HAS_SULFONYL_HALIDE,HAS_ACID_HALIDES,HAS_PYRADINONE,INCHI,INCHI_KEY,CID,VENDORS
26546,COC(=O)c1ccnc(-c2c[nH]c3ccccc23)c1,3.0165,1,3,3,54.98,31,72.8692,True,False,False,False,252.273,False,False,False,"InChI=1S/C15H12N2O2/c1-19-15(18)10-6-7-16-14(8-10)12-9-17-13-5-3-2-4-11(12)13/h2-9,17H,1H3",MQBNWEOZRPPBIG-UHFFFAOYSA-N,15287368,nan
26581,FC(F)Oc1c(CCl)cncc1C(F)(F)F,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-1-4-2-15-3-5(8(12,13)14)6(4)16-7(10)11/h2-3,7H,1H2",XPCWKVAPBPCEKY-UHFFFAOYSA-N,131314126,nan
26641,CCCCCc1c(O)ncnc1/C=C/c1cccnc1,3.4803,1,4,8,58.9,39,80.0908,True,False,False,False,269.348,False,False,False,"InChI=1S/C16H19N3O/c1-2-3-4-7-14-15(18-12-19-16(14)20)9-8-13-6-5-10-17-11-13/h5-6,8-12H,2-4,7H2,1H3,(H,18,19,20)/b9-8+",QUMNBSMZOXKPPS-CMDGGOBGSA-N,45063873,nan
26715,CCCc1c(O)ncnc1/C=C/c1ccncc1,2.7001,1,4,6,58.9,33,70.8568,True,False,False,False,241.294,False,False,False,"InChI=1S/C14H15N3O/c1-2-3-12-13(16-10-17-14(12)18)5-4-11-6-8-15-9-7-11/h4-10H,2-3H2,1H3,(H,16,17,18)/b5-4+",KEVSXBLIFFZJCS-SNAWJCMRSA-N,45063832,nan
26732,FC(F)Oc1cnc(CCl)c(C(F)(F)F)c1,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-2-6-5(8(12,13)14)1-4(3-15-6)16-7(10)11/h1,3,7H,2H2",YMXSTNYMIKTUDU-UHFFFAOYSA-N,131314112,nan
26805,Cc1cc(Cl)ncc1NS(N)(=O)=O,0.65882,2,3,4,85.08,21,50.7139,True,False,False,False,221.669,False,False,False,"InChI=1S/C6H8ClN3O2S/c1-4-2-6(7)9-3-5(4)10-13(8,11)12/h2-3,10H,1H3,(H2,8,11,12)",MLFVGMUIMBKCCP-UHFFFAOYSA-N,130497706,nan
26837,O=C(O)[C@@H]1CCCCN1c1ccccn1,1.5251,1,4,2,53.43,29,56.8578,True,False,False,False,206.245,False,False,False,"InChI=1S/C11H14N2O2/c14-11(15)9-5-2-4-8-13(9)10-6-1-3-7-12-10/h1,3,6-7,9H,2,4-5,8H2,(H,14,15)/t9-/m0/s1",JNAYLTUMUWJFAI-VIFPVBQESA-N,28190788,nan
26843,CCOC(=O)c1c(Cl)cncc1C#N,1.78338,0,4,3,62.98,21,49.9185,True,False,False,False,210.62,False,False,False,"InChI=1S/C9H7ClN2O2/c1-2-14-9(13)8-6(3-11)4-12-5-7(8)10/h4-5H,2H2,1H3",CLQMUFYVAIHQGF-UHFFFAOYSA-N,131170030,nan
27283,N#Cc1cc2c(=O)[nH]c(N3CCOCC3)nc2nc1N,-0.39142,2,7,2,120.92,32,72.3181,True,False,False,False,272.268,False,False,False,"InChI=1S/C12H12N6O2/c13-6-7-5-8-10(15-9(7)14)16-12(17-11(8)19)18-1-3-20-4-2-18/h5H,1-4H2,(H3,14,15,16,17,19)",FPUBUBYZGQBJBK-UHFFFAOYSA-N,66490296,nan
27427,O=c1[nH]c(NCc2cccnc2)nnc1-c1ccccc1,1.839,2,5,4,83.56,34,79.6524,True,False,False,False,279.303,False,False,False,"InChI=1S/C15H13N5O/c21-14-13(12-6-2-1-3-7-12)19-20-15(18-14)17-10-11-5-4-8-16-9-11/h1-9H,10H2,(H2,17,18,20,21)",RDRXDSLAQPWXQB-UHFFFAOYSA-N,22694921,nan
27609,Cc1ccc(NN=C(C=O)C(=O)c2ccncc2)cc1,2.23972,1,5,6,71.42,33,76.8682,True,False,False,False,267.288,False,False,False,"InChI=1S/C15H13N3O2/c1-11-2-4-13(5-3-11)17-18-14(10-19)15(20)12-6-8-16-9-7-12/h2-10,17H,1H3",JSSCFAOMJYSWJY-UHFFFAOYSA-N,3798859,nan
27634,FC(F)Oc1c(CCl)ccnc1C(F)(F)F,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-3-4-1-2-15-6(8(12,13)14)5(4)16-7(10)11/h1-2,7H,3H2",JDDASRYUHLOPSI-UHFFFAOYSA-N,131314129,nan
27717,CC(=O)Nc1c(O)ccnc1O,0.4512,3,4,4,82.45,20,41.8703,True,False,False,False,168.152,False,False,False,"InChI=1S/C7H8N2O3/c1-4(10)9-6-5(11)2-3-8-7(6)12/h2-3H,1H3,(H,9,10)(H2,8,11,12)",ABIMVTDBOKGEBY-UHFFFAOYSA-N,817243,nan
27858,CC1(C)CC(=O)C(=CNc2ccc(Cl)cn2)C(=O)C1,2.989,1,4,4,59.06,34,73.9817,True,False,False,False,278.739,False,False,False,"InChI=1S/C14H15ClN2O2/c1-14(2)5-11(18)10(12(19)6-14)8-17-13-4-3-9(15)7-16-13/h3-4,7-8H,5-6H2,1-2H3,(H,16,17)",CQLDFDFLAHNOPK-UHFFFAOYSA-N,662027,nan
27896,CCOC(=O)c1cc(O)nc(-c2ccccn2)n1,1.4209,1,6,5,85.2,29,62.8843,True,False,False,False,245.238,False,False,False,"InChI=1S/C12H11N3O3/c1-2-18-12(17)9-7-10(16)15-11(14-9)8-5-3-4-6-13-8/h3-7H,2H2,1H3,(H,14,15,16)",OZSOHSJCUVEHQA-UHFFFAOYSA-N,67513045,nan
27930,Cc1nc(O)cc(-c2ccncc2)n1,1.55262,1,4,3,58.9,23,51.6648,True,False,False,False,187.202,False,False,False,"InChI=1S/C10H9N3O/c1-7-12-9(6-10(14)13-7)8-2-4-11-5-3-8/h2-6H,1H3,(H,12,13,14)",JRTGCTYZQKROBA-UHFFFAOYSA-N,10176438,nan
28016,O=c1cc(O)n(Cc2ccccc2Cl)c2ccccc12,3.4088,1,3,3,42.23,32,80.4268,True,False,False,False,285.73,False,False,False,"InChI=1S/C16H12ClNO2/c17-13-7-3-1-5-11(13)10-18-14-8-4-2-6-12(14)15(19)9-16(18)20/h1-9,20H,10H2",TVQBBUUWNBRLLS-UHFFFAOYSA-N,1503573,nan
28222,CCOC(=O)c1cnc(O)c(Cl)c1O,1.3229,2,5,5,79.65,22,48.5331,True,False,False,False,217.608,False,False,False,"InChI=1S/C8H8ClNO4/c1-2-14-8(13)4-3-10-7(12)5(9)6(4)11/h3H,2H2,1H3,(H2,10,11,12)",SEFFUTOCCLZPNV-UHFFFAOYSA-N,817281,nan
28239,FC(F)Oc1ncc(CCl)cc1C(F)(F)F,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-2-4-1-5(8(12,13)14)6(15-3-4)16-7(10)11/h1,3,7H,2H2",CWMIIHLCCYWPMI-UHFFFAOYSA-N,131338012,nan
28240,COC(=O)c1cnc(O)c([N+](=O)[O-])c1O,0.1876,2,7,5,122.79,21,45.5605,True,False,False,False,214.133,False,False,False,"InChI=1S/C7H6N2O6/c1-15-7(12)3-2-8-6(11)4(5(3)10)9(13)14/h2H,1H3,(H2,8,10,11)",XFKYOFYOTZRQAW-UHFFFAOYSA-N,45588390,nan
28369,Cc1ccc2ncc3c(=O)nc(N)[nH]c3c2c1,1.36192,2,4,2,84.66,27,66.8141,True,False,False,False,226.239,False,False,False,"InChI=1S/C12H10N4O/c1-6-2-3-9-7(4-6)10-8(5-14-9)11(17)16-12(13)15-10/h2-5H,1H3,(H3,13,15,16,17)",JXSDJDBXQQZQNH-UHFFFAOYSA-N,33778792,nan
28378,CC(C)CC(N)c1nc2cnccc2c(=O)[nH]1,1.364,2,4,6,84.66,33,66.5421,True,False,False,False,232.287,False,False,False,"InChI=1S/C12H16N4O/c1-7(2)5-9(13)11-15-10-6-14-4-3-8(10)12(17)16-11/h3-4,6-7,9H,5,13H2,1-2H3,(H,15,16,17)",RORHIJDTEIQPRU-UHFFFAOYSA-N,102548894,nan
28752,O=C(O)c1cc(=O)[nH]c(-c2cccnc2)n1,0.5301,2,5,2,95.94,23,55.048,True,False,False,False,217.184,False,False,False,"InChI=1S/C10H7N3O3/c14-8-4-7(10(15)16)12-9(13-8)6-2-1-3-11-5-6/h1-5H,(H,15,16)(H,12,13,14)",NMYGPBGQDUWXLB-UHFFFAOYSA-N,13051836,nan
28764,CCCc1cc(O)nc(N2CCN(c3ccccn3)CC2)n1,1.8563,1,6,6,65.38,43,86.3548,True,False,False,False,299.378,False,False,False,"InChI=1S/C16H21N5O/c1-2-5-13-12-15(22)19-16(18-13)21-10-8-20(9-11-21)14-6-3-4-7-17-14/h3-4,6-7,12H,2,5,8-11H2,1H3,(H,18,19,22)",AIHALQWDYIPPTK-UHFFFAOYSA-N,16418787,nan
28820,O=C(O)Cc1cnc(C(F)(F)F)cc1F,1.8666,1,3,2,50.19,20,40.5368,True,False,False,False,223.125,False,False,False,"InChI=1S/C8H5F4NO2/c9-5-2-6(8(10,11)12)13-3-4(5)1-7(14)15/h2-3H,1H2,(H,14,15)",DTZNLZIQYLKIMG-UHFFFAOYSA-N,118838688,nan
28929,Nc1cc(=O)[nH]c(SCc2cccnc2)n1,1.0394,2,5,4,84.66,26,63.0681,True,False,False,False,234.284,False,False,False,"InChI=1S/C10H10N4OS/c11-8-4-9(15)14-10(13-8)16-6-7-2-1-3-12-5-7/h1-5H,6H2,(H3,11,13,14,15)",TZUFMZVYFIMKSU-UHFFFAOYSA-N,3641764,nan
29037,NNc1nc(O)cc(CSc2ccccn2)n1,1.1551,3,7,6,96.95,28,65.3049,True,False,False,False,249.299,False,False,False,"InChI=1S/C10H11N5OS/c11-15-10-13-7(5-8(16)14-10)6-17-9-3-1-2-4-12-9/h1-5H,6,11H2,(H2,13,14,15,16)",KFTOEEPCRVKGCX-UHFFFAOYSA-N,66490525,nan
29085,Oc1cc(O)c(-c2ccc(Cl)cc2Cl)c(Cl)n1,4.12,2,3,3,53.35,23,68.0326,True,False,False,False,290.533,False,False,False,"InChI=1S/C11H6Cl3NO2/c12-5-1-2-6(7(13)3-5)10-8(16)4-9(17)15-11(10)14/h1-4H,(H2,15,16,17)",IVBIURIHNDRNSC-UHFFFAOYSA-N,2768970,nan
29113,FC(F)Oc1cc(CCl)c(C(F)(F)F)cn1,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-2-4-1-6(16-7(10)11)15-3-5(4)8(12,13)14/h1,3,7H,2H2",UDFSRQDKQMGPRS-UHFFFAOYSA-N,131314127,nan
29286,FC(F)Oc1cnc(CCl)cc1C(F)(F)F,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-2-4-1-5(8(12,13)14)6(3-15-4)16-7(10)11/h1,3,7H,2H2",NLWBGUDFNKCVNS-UHFFFAOYSA-N,131314113,nan
29307,COCC1=NNC(=O)C1=CNCc1cccnc1,0.1873,2,5,6,75.61,32,66.6134,True,False,False,False,246.27,False,False,False,"InChI=1S/C12H14N4O2/c1-18-8-11-10(12(17)16-15-11)7-14-6-9-3-2-4-13-5-9/h2-5,7,14H,6,8H2,1H3,(H,16,17)",BJAMLNSWQSVBMW-UHFFFAOYSA-N,6797451,nan
29474,O=c1[nH]c(CNCc2cccnc2)nc2ccccc12,1.6079,2,4,4,70.67,34,77.1444,True,False,False,False,266.304,False,False,False,"InChI=1S/C15H14N4O/c20-15-12-5-1-2-6-13(12)18-14(19-15)10-17-9-11-4-3-7-16-8-11/h1-8,17H,9-10H2,(H,18,19,20)",WDVMZIFNNZTTON-UHFFFAOYSA-N,3776576,nan
29609,CCCc1cnc(O)cc1O,1.4453,2,3,5,53.35,22,41.5616,True,False,False,False,153.181,False,False,False,"InChI=1S/C8H11NO2/c1-2-3-6-5-9-8(11)4-7(6)10/h4-5H,2-3H2,1H3,(H2,9,10,11)",ZNWAXSPVLKTMIP-UHFFFAOYSA-N,23404868,nan
29694,CCCCCSc1cc(C)c2ccccc2n1,4.82552,0,2,7,12.89,36,76.729,True,False,False,False,245.391,False,False,False,"InChI=1S/C15H19NS/c1-3-4-7-10-17-15-11-12(2)13-8-5-6-9-14(13)16-15/h5-6,8-9,11H,3-4,7,10H2,1-2H3",DQLIXDXAWLJUBO-UHFFFAOYSA-N,45060325,nan
29711,CCCc1c(O)nc(C)nc1/C=C/c1cccnc1,3.00852,1,4,7,58.9,36,75.5938,True,False,False,False,255.321,False,False,False,"InChI=1S/C15H17N3O/c1-3-5-13-14(17-11(2)18-15(13)19)8-7-12-6-4-9-16-10-12/h4,6-10H,3,5H2,1-2H3,(H,17,18,19)/b8-7+",VZVNGLYZTOHLNF-BQYQJAHWSA-N,45061175,nan
29809,NNc1nc(O)cc(-c2ccccn2)n1,0.5298,3,6,4,96.95,24,54.7379,True,False,False,False,203.205,False,False,False,"InChI=1S/C9H9N5O/c10-14-9-12-7(5-8(15)13-9)6-3-1-2-4-11-6/h1-5H,10H2,(H2,12,13,14,15)",GSUNBHMXVORMRQ-UHFFFAOYSA-N,23326488,nan
29966,CCCCN1CCCc2cc(-c3ccncc3)ccc21,4.3013,0,2,5,16.13,42,85.115,True,False,False,False,266.388,False,False,False,"InChI=1S/C18H22N2/c1-2-3-12-20-13-4-5-17-14-16(6-7-18(17)20)15-8-10-19-11-9-15/h6-11,14H,2-5,12-13H2,1H3",RCSBANZXFRBKHW-UHFFFAOYSA-N,44720888,nan
30055,O=C(O)Cc1csc(Nc2ccncc2)n1,1.9088,2,6,4,75.11,25,60.9735,True,False,False,False,235.268,False,False,False,"InChI=1S/C10H9N3O2S/c14-9(15)5-8-6-16-10(13-8)12-7-1-3-11-4-2-7/h1-4,6H,5H2,(H,14,15)(H,11,12,13)",ARCAIWITXSVINV-UHFFFAOYSA-N,52903580,nan
30103,Cc1ccccc1NC(=S)NNC(=O)c1ccncc1,2.02142,3,3,3,66.05,34,82.2386,True,False,False,False,286.36,False,False,False,"InChI=1S/C14H14N4OS/c1-10-4-2-3-5-12(10)16-14(20)18-17-13(19)11-6-8-15-9-7-11/h2-9H,1H3,(H,17,19)(H2,16,18,20)",DUCBLVDTLSAVMM-UHFFFAOYSA-N,194579,nan
30371,Nc1nc(=O)c2cnc3ccc(F)cc3c2[nH]1,1.1926,2,4,1,84.66,24,62.0351,True,False,False,False,230.202,False,False,False,"InChI=1S/C11H7FN4O/c12-5-1-2-8-6(3-5)9-7(4-14-8)10(17)16-11(13)15-9/h1-4H,(H3,13,15,16,17)",KOQRCFVTVDMNBB-UHFFFAOYSA-N,33778822,nan
30648,NC1=N/C(=N\NC(=O)c2ccncc2)c2ccccc21,0.8921,2,4,2,92.73,31,75.4066,True,False,False,False,265.276,False,False,False,"InChI=1S/C14H11N5O/c15-12-10-3-1-2-4-11(10)13(17-12)18-19-14(20)9-5-7-16-8-6-9/h1-8H,(H,19,20)(H2,15,17,18)",BWRFNJLSHRWTTG-UHFFFAOYSA-N,5697193,nan
30775,FC(F)Oc1ccnc(CCl)c1C(F)(F)F,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-3-4-6(8(12,13)14)5(1-2-15-4)16-7(10)11/h1-2,7H,3H2",UHTQDASXJBTQPS-UHFFFAOYSA-N,131314111,nan
30804,Oc1cc(-c2ccncc2)nc(C2CC2)n1,2.1216,1,4,3,58.9,27,58.9028,True,False,False,False,213.24,False,False,False,"InChI=1S/C12H11N3O/c16-11-7-10(8-3-5-13-6-4-8)14-12(15-11)9-1-2-9/h3-7,9H,1-2H2,(H,14,15,16)",FXXMVCKPDRDDGK-UHFFFAOYSA-N,45788150,nan
30901,O=C(Nc1cccnc1)c1cc(O)ncn1,0.8295,2,5,3,88.0,24,55.887,True,False,False,False,216.2,False,False,False,"InChI=1S/C10H8N4O2/c15-9-4-8(12-6-13-9)10(16)14-7-2-1-3-11-5-7/h1-6H,(H,14,16)(H,12,13,15)",OEQFPCIBIQAWPJ-UHFFFAOYSA-N,91816137,nan
30981,Cc1[nH]n(-c2ccccc2)c2nc(=O)cc(C(F)F)c1-2,2.91142,1,3,3,50.68,31,70.5007,True,False,False,False,275.258,False,False,False,"InChI=1S/C14H11F2N3O/c1-8-12-10(13(15)16)7-11(20)17-14(12)19(18-8)9-5-3-2-4-6-9/h2-7,13,18H,1H3",YISZJAGPJPEYJF-UHFFFAOYSA-N,19587776,nan
31198,O=c1cc(Cl)nc(-c2ccccn2)[nH]1,1.4853,1,3,1,58.64,20,53.0987,True,False,False,False,207.62,False,False,False,"InChI=1S/C9H6ClN3O/c10-7-5-8(14)13-9(12-7)6-3-1-2-4-11-6/h1-5H,(H,12,13,14)",MJCFDGRMIZCQQP-UHFFFAOYSA-N,15443899,nan
31207,Cc1cc(=O)[nH]c(-c2ccnc(Cl)c2)n1,1.79372,1,3,2,58.64,23,57.8357,True,False,False,False,221.647,False,False,False,"InChI=1S/C10H8ClN3O/c1-6-4-9(15)14-10(13-6)7-2-3-12-8(11)5-7/h2-5H,1H3,(H,13,14,15)",ZKHMGYNSHSXSJW-UHFFFAOYSA-N,50987707,nan
31215,O=C1C(=CNCc2ccccn2)C(=O)c2ccccc21,2.1343,1,4,3,59.06,32,74.2627,True,False,False,False,264.284,False,False,False,"InChI=1S/C16H12N2O2/c19-15-12-6-1-2-7-13(12)16(20)14(15)10-17-9-11-5-3-4-8-18-11/h1-8,10,17H,9H2",IQTQOKJODIOECI-UHFFFAOYSA-N,3244880,nan
31455,CC(C)CCc1c(O)ncnc1/C=C/c1ccncc1,3.3362,1,4,8,58.9,39,80.0208,True,False,False,False,269.348,False,False,False,"InChI=1S/C16H19N3O/c1-12(2)3-5-14-15(18-11-19-16(14)20)6-4-13-7-9-17-10-8-13/h4,6-12H,3,5H2,1-2H3,(H,18,19,20)/b6-4+",CZAQFDVAVXAQOP-GQCTYLIASA-N,45063888,nan
31898,O=C(O)CC1CCN(Cc2cccnc2)CC1,1.7683,1,4,4,53.43,35,64.4908,True,False,False,False,234.299,False,False,False,"InChI=1S/C13H18N2O2/c16-13(17)8-11-3-6-15(7-4-11)10-12-2-1-5-14-9-12/h1-2,5,9,11H,3-4,6-8,10H2,(H,16,17)",UNNHAYVWXKQQOZ-UHFFFAOYSA-N,28977489,nan
31970,O=c1cc(O)n(Cc2ccccc2)c2ccccc12,2.7554,1,3,3,42.23,32,75.4168,True,False,False,False,251.285,False,False,False,"InChI=1S/C16H13NO2/c18-15-10-16(19)17(11-12-6-2-1-3-7-12)14-9-5-4-8-13(14)15/h1-10,19H,11H2",RYYYPZZLEDFSLD-UHFFFAOYSA-N,2785069,nan
32248,CSC(=S)ON=C(N)c1cc[n+]([O-])cc1,0.6048,1,5,3,74.55,24,63.3244,True,False,False,False,243.313,False,False,False,"InChI=1S/C8H9N3O2S2/c1-15-8(14)13-10-7(9)6-2-4-11(12)5-3-6/h2-5H,1H3,(H2,9,10)",VXRDLNCNHAZEPF-UHFFFAOYSA-N,93998322,nan
32269,Cc1cccc(NC=C2C(=O)NC(=S)NC2=O)n1,0.21672,3,5,3,83.12,28,69.5631,True,False,False,False,262.294,False,False,False,"InChI=1S/C11H10N4O2S/c1-6-3-2-4-8(13-6)12-5-7-9(16)14-11(18)15-10(7)17/h2-5H,1H3,(H,12,13)(H2,14,15,16,17,18)",UBAIZQYMTGGXFA-UHFFFAOYSA-N,5618074,nan
32348,FC(F)Oc1nccc(C(F)(F)F)c1CCl,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-3-4-5(8(12,13)14)1-2-15-6(4)16-7(10)11/h1-2,7H,3H2",QVQNCEPZTYWQNO-UHFFFAOYSA-N,131314116,nan
32466,Cc1ccnc(NC=C2C(=O)NC(=S)NC2=O)c1,0.21672,3,5,3,83.12,28,69.5631,True,False,False,False,262.294,False,False,False,"InChI=1S/C11H10N4O2S/c1-6-2-3-12-8(4-6)13-5-7-9(16)14-11(18)15-10(7)17/h2-5H,1H3,(H,12,13)(H2,14,15,16,17,18)",BJRUSGCAUCPXHW-UHFFFAOYSA-N,5609703,nan
32560,O=C1NC2=C(CCCC2)C(c2ccncc2)N1,2.2636,2,2,1,54.02,32,64.1394,True,False,False,False,229.283,False,False,False,"InChI=1S/C13H15N3O/c17-13-15-11-4-2-1-3-10(11)12(16-13)9-5-7-14-8-6-9/h5-8,12H,1-4H2,(H2,15,16,17)",ISCXRFKFCGOWJQ-UHFFFAOYSA-N,44717940,nan
32569,O=c1[nH]c(CCc2ccccc2)nc2ncccc12,2.1033,1,3,3,58.64,32,74.0087,True,False,False,False,251.289,False,False,False,"InChI=1S/C15H13N3O/c19-15-12-7-4-10-16-14(12)17-13(18-15)9-8-11-5-2-1-3-6-11/h1-7,10H,8-9H2,(H,16,17,18,19)",KKESGEQSUPUYBP-UHFFFAOYSA-N,24866475,nan
32684,CC(NCc1ccncc1)=C1C(=O)c2ccccc2C1=O,2.5244,1,4,4,59.06,35,78.8797,True,False,False,False,278.311,False,False,False,"InChI=1S/C17H14N2O2/c1-11(19-10-12-6-8-18-9-7-12)15-16(20)13-4-2-3-5-14(13)17(15)21/h2-9,19H,10H2,1H3",TYTWQBMXXHOMOR-UHFFFAOYSA-N,768129,nan
32828,CN1C(=O)C(=CNc2cccnc2)C(=O)N(C)C1=O,0.4278,1,5,4,82.61,31,66.8787,True,False,False,False,260.253,False,False,False,"InChI=1S/C12H12N4O3/c1-15-10(17)9(11(18)16(2)12(15)19)7-14-8-4-3-5-13-6-8/h3-7,14H,1-2H3",VZWYOHJACNURMI-UHFFFAOYSA-N,6067139,nan
32957,N#CC(NCc1ccccn1)=C1C(=O)c2ccccc2C1=O,2.02808,1,5,3,82.85,33,78.8187,True,False,False,False,289.294,False,False,False,"InChI=1S/C17H11N3O2/c18-9-14(20-10-11-5-3-4-8-19-11)15-16(21)12-6-1-2-7-13(12)17(15)22/h1-8,20H,10H2",DKWIVRBLQVSIDW-UHFFFAOYSA-N,1471967,nan
33088,C=CCc1c(O)ncnc1/C=C/c1ccncc1,2.4761,1,4,5,58.9,31,70.7628,True,False,False,False,239.278,False,False,False,"InChI=1S/C14H13N3O/c1-2-3-12-13(16-10-17-14(12)18)5-4-11-6-8-15-9-7-11/h2,4-10H,1,3H2,(H,16,17,18)/b5-4+",IPYYGOXQLPZDTO-SNAWJCMRSA-N,45063902,nan
33092,CSC(=S)ON=C(N)c1ccncc1,1.3664,1,5,3,60.5,23,62.1594,True,False,False,False,227.314,False,False,False,"InChI=1S/C8H9N3OS2/c1-14-8(13)12-11-7(9)6-2-4-10-5-3-6/h2-5H,1H3,(H2,9,11)",RMNXWACJMCEQNH-UHFFFAOYSA-N,93998321,nan
33141,N#Cc1cc2c(=O)[nH]c(N3CCCC3)nc2nc1N,0.37218,2,6,2,111.69,31,70.7331,True,False,False,False,256.269,False,False,False,"InChI=1S/C12H12N6O/c13-6-7-5-8-10(15-9(7)14)16-12(17-11(8)19)18-3-1-2-4-18/h5H,1-4H2,(H3,14,15,16,17,19)",NBWMMNWYHCWZSR-UHFFFAOYSA-N,66490330,nan
33214,Nc1nc(=O)c2cnc3ccccc3c2[nH]1,1.0535,2,4,1,84.66,24,62.0771,True,False,False,False,212.212,False,False,False,"InChI=1S/C11H8N4O/c12-11-14-9-6-3-1-2-4-8(6)13-5-7(9)10(16)15-11/h1-5H,(H3,12,14,15,16)",ANOJOFAXVHDRMS-UHFFFAOYSA-N,33778827,nan
33305,Cc1cc(O)nc2ccc(Br)cc12,3.01132,1,2,2,33.12,21,55.8448,True,False,False,False,238.084,False,False,False,"InChI=1S/C10H8BrNO/c1-6-4-10(13)12-9-3-2-7(11)5-8(6)9/h2-5H,1H3,(H,12,13)",NOQMJGOVUYZKIA-UHFFFAOYSA-N,5305659,nan
33336,CC1(C)CC(=O)C(=CNNC(=O)c2ccncc2)C(=O)C1,1.1581,2,5,5,88.16,38,75.9509,True,False,False,False,287.319,False,False,False,"InChI=1S/C15H17N3O3/c1-15(2)7-12(19)11(13(20)8-15)9-17-18-14(21)10-3-5-16-6-4-10/h3-6,9,17H,7-8H2,1-2H3,(H,18,21)",GIJAXJFTSWCBHH-UHFFFAOYSA-N,4604695,nan
33364,COC(=O)c1c(O)cc(C)nc1O,0.58782,2,5,5,79.65,22,43.6431,True,False,False,False,183.163,False,False,False,"InChI=1S/C8H9NO4/c1-4-3-5(10)6(7(11)9-4)8(12)13-2/h3H,1-2H3,(H2,9,10,11)",VXGARFACKOZQCP-UHFFFAOYSA-N,2793739,nan
33552,Oc1cc(-c2ccncc2)nc(N2CCCC2)n1,1.8444,1,5,3,62.14,32,68.3748,True,False,False,False,242.282,False,False,False,"InChI=1S/C13H14N4O/c18-12-9-11(10-3-5-14-6-4-10)15-13(16-12)17-7-1-2-8-17/h3-6,9H,1-2,7-8H2,(H,15,16,18)",GSHYVWWGXDIDKJ-UHFFFAOYSA-N,17903532,nan
33764,CCN(CC)C(=O)C(C)Sc1ncccc1C(=O)O,2.1288,1,5,9,70.5,37,74.4433,True,False,False,False,282.365,False,False,False,"InChI=1S/C13H18N2O3S/c1-4-15(5-2)12(16)9(3)19-11-10(13(17)18)7-6-8-14-11/h6-9H,4-5H2,1-3H3,(H,17,18)",KBXCJJFQEOQPEO-UHFFFAOYSA-N,43116229,nan
33793,COc1cccc2c(O)cc(O)nc12,1.6546,2,4,4,62.58,23,51.6246,True,False,False,False,191.186,False,False,False,"InChI=1S/C10H9NO3/c1-14-8-4-2-3-6-7(12)5-9(13)11-10(6)8/h2-5H,1H3,(H2,11,12,13)",ASLMYMBTHPUUJA-UHFFFAOYSA-N,825992,nan
34029,COC(=O)CCc1c(O)nc(C)nc1/C=C/c1cccnc1,2.16162,1,6,8,85.2,39,81.9358,True,False,False,False,299.33,False,False,False,"InChI=1S/C16H17N3O3/c1-11-18-14(7-5-12-4-3-9-17-10-12)13(16(21)19-11)6-8-15(20)22-2/h3-5,7,9-10H,6,8H2,1-2H3,(H,18,19,21)/b7-5+",UEELCZFVKLVXGS-FNORWQNLSA-N,45060569,nan
34222,CC(C)(C)c1nc2ccncc2c(=O)[nH]1,1.6156,1,3,0,58.64,28,58.8587,True,False,False,False,203.245,False,False,False,"InChI=1S/C11H13N3O/c1-11(2,3)10-13-8-4-5-12-6-7(8)9(15)14-10/h4-6H,1-3H3,(H,13,14,15)",VABXTCMZLAPUDJ-UHFFFAOYSA-N,21530459,nan
34510,Cc1nc(O)c(CC(C)C)c(/C=C/c2cccnc2)n1,3.25452,1,4,8,58.9,39,80.1408,True,False,False,False,269.348,False,False,False,"InChI=1S/C16H19N3O/c1-11(2)9-14-15(18-12(3)19-16(14)20)7-6-13-5-4-8-17-10-13/h4-8,10-11H,9H2,1-3H3,(H,18,19,20)/b7-6+",CQGSMAWKDCCRIL-VOTSOKGWSA-N,45061181,nan
34601,COc1nccc2c(=O)[nH]cnc12,0.3267,1,4,2,67.87,20,46.7107,True,False,False,False,177.163,False,False,False,"InChI=1S/C8H7N3O2/c1-13-8-6-5(2-3-9-8)7(12)11-4-10-6/h2-4H,1H3,(H,10,11,12)",UAVYDZAGFTYRPF-UHFFFAOYSA-N,71299200,nan
